"Год выборов","Заголовок","Кандидат-депутат","Возраст","Год рождения","Профессия(основное)","Вторая профессия","Третья профессия","Пол","Населённый пункт","Должность","Партийный/беспартийный","Партия","Избирательный округ","Описание целиком"
"2012","Лискович Виктор Андреевич","Депутат","52","1960","врач-акушер-гинеколог","менеджер-экономист","","м","Гродно","главный врач учреждения здравоохранения «Гродненский областной клинический перинатальный центр»","Беспартийный","","Гродненский-Северный","Лискович Виктор Андреевич, 1960 года рождения, врач-акушер-гинеколог, менеджер-экономист, главный врач учреждения здравоохранения «Гродненский областной клинический перинатальный центр», г. Гродно, беспартийный, Гродненский-Северный избирательный округ № 51"
"2012","Межуев Александр Вениаминович","Депутат","53","1959","военнослужащий","","","м","Минск","начальник Главной военной инспекции Вооруженных Сил Республики Беларусь","Беспартийный","","Гродненский сельский","Межуев Александр Вениаминович, 1959 года рождения, военнослужащий, начальник Главной военной инспекции Вооруженных Сил Республики Беларусь, г. Минск, беспартийный, Гродненский сельский избирательный округ № 52"
"2012","Кучинская Наталья Геннадьевна","Депутат","41","1971","учитель начальных классов","","","ж","Ошмяны","начальник отдела образования Ошмянского районного исполнительного комитета","Беспартийный","","Ивьевский","Кучинская Наталья Геннадьевна, 1971 года рождения, учитель начальных классов, начальник отдела образования Ошмянского районного исполнительного комитета, г. Ошмяны, беспартийная, Ивьевский избирательный округ № 53
"
"2012","Гуща Валерий Иванович","Депутат","56","1956","врач","","","м","Лида","заведующий хирургическим отделением учреждения здравоохранения «Лидская центральная районная больница»","Беспартийный","","Лидский","Гуща Валерий Иванович, 1956 года рождения, врач, заведующий хирургическим отделением учреждения здравоохранения «Лидская центральная районная больница», г. Лида, беспартийный, Лидский избирательный округ № 54"
"2012","Ермантович Леонид Алексеевич","Депутат","56","1956","учитель истории и обществоведения","","","м","Гродно","начальник управления организационно-кадровой работы Гродненского областного исполнительного комитета","Беспартийный","","Дятловский","Ермантович Леонид Алексеевич, 1956 года рождения, учитель истории и обществоведения, начальник управления организационно-кадровой работы Гродненского областного исполнительного комитета, г. Гродно, беспартийный, Дятловский избирательный округ № 55"
"2012","Коханов Анатолий Павлович","Депутат","62","1950","экономист","","","м","Малая Берестовица","председатель сельскохозяйственного производственного кооператива «Малоберестовицкий элитхоз» Берестовицкого района","Партийный","Аграрная партия","Мостовский","Коханов Анатолий Павлович, 1950 года рождения, экономист, председатель сельскохозяйственного производственного кооператива «Малоберестовицкий элитхоз» Берестовицкого района, агрогород Малая Берестовица Берестовицкого района, член Белорусской аграрной партии, Мостовский избирательный округ № 56"
"2012","Наумович Андрей Николаевич","Депутат","49","1963","учитель географии и биологии","","","м","Гродно","председатель Гродненского областного Совета депутатов","Беспартийный","","Новогрудский","Наумович Андрей Николаевич, 1963 года рождения, учитель географии и биологии, председатель Гродненского областного Совета депутатов, г. Гродно, беспартийный, Новогрудский избирательный округ № 57"
"2012","Сопикова Алла Николаевна","Депутат","49","1963","учитель математики","","","ж","Слоним","директор государственного учреждения образования «Средняя школа № 9 г. Слонима»","Беспартийный","","Слонимский","Сопикова Алла Николаевна, 1963 года рождения, учитель математики, директор государственного учреждения образования «Средняя школа № 9 г. Слонима», г. Слоним, беспартийная, Слонимский избирательный округ № 58"
"2012","Кокаш Валерий Владимирович","Депутат","61","1951","экономист-организатор сельскохозяйственного производства","","","м","Гродно","генеральный директор коммунального проектно-ремонтно-строительного унитарного предприятия «Гроднооблдорстрой»","Беспартийный","","Сморгонский","Кокаш Валерий Владимирович, 1951 года рождения, экономист-организатор сельскохозяйственного производства, генеральный директор коммунального проектно-ремонтно-строительного унитарного предприятия «Гроднооблдорстрой», г. Гродно, беспартийный, Сморгонский избирательный округ № 59"
"2012","Ушкевич Сергей Иосифович","Депутат","56","1956","зоотехник","","","м","Щучин","председатель Щучинского районного исполнительного комитета","Беспартийный","","Щучинский","Ушкевич Сергей Иосифович, 1956 года рождения, зоотехник, председатель Щучинского районного исполнительного комитета, г. Щучин, беспартийный, Щучинский избирательный округ № 60"
"2012","Щетько Виктор Владимирович","Депутат","57","1955","экономист","","","м","Минск","заместитель председателя Минского областного исполнительного комитета","Беспартийный","","Березинский","Щетько Виктор Владимирович, 1955 года рождения, экономист, заместитель председателя Минского областного исполнительного комитета, г. Минск, беспартийный, Березинский избирательный округ № 61"
"2012","Красовская Тамара Петровна","Депутат","47","1965","юрист","менеджер социальной сферы","","ж","Борисов","управляющий делами Борисовского районного исполнительного комитета","Беспартийный","","Борисовский городской","Красовская Тамара Петровна, 1965 года рождения, юрист, менеджер социальной сферы, управляющий делами Борисовского районного исполнительного комитета, г. Борисов, беспартийная, Борисовский городской избирательный округ № 62"
"2012","Гуминский Виктор Александрович","Депутат","57","1955","офицер-политработник","","","м","Минск","заместитель Председателя Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Борисовский сельский","Гуминский Виктор Александрович, 1955 года рождения, офицер-политработник, Заместитель Председателя Палаты представителей Национального собрания Республики Беларусь, г. Минск, беспартийный, Борисовский сельский избирательный округ № 63"
"2012","Харитончик Дмитрий Иванович","Депутат","37","1975","инженер-металлург","экономист-менеджер","","м","Жодино","заместитель генерального директора по качеству производственного объединения «Белорусский автомобильный завод» – открытого акционерного общества «Белорусский автомобильный завод»","Беспартийный","","Жодинский","Харитончик Дмитрий Иванович, 1975 года рождения, инженер-металлург, экономист-менеджер, заместитель генерального директора по качеству производственного объединения «Белорусский автомобильный завод» – открытого акционерного общества «Белорусский автомобильный завод», г. Жодино, беспартийный, Жодинский избирательный округ № 64"
"2012","Гайдукевич Валерий Владимирович","Депутат","59","1953","военнослужащий","","","м","Минск","заместитель Министра внутренних дел Республики Беларусь-командующий внутренними войсками Министерства внутренних дел Республики Беларусь","Беспартийный","","Пуховичский","Гайдукевич Валерий Владимирович, 1953 года рождения, военнослужащий, заместитель Министра внутренних дел Республики Беларусь-командующий внутренними войсками Министерства внутренних дел Республики Беларусь, г. Минск, беспартийный, Пуховичский избирательный округ№ 65"
"2012","Бойко Анатолий Степанович","Депутат","58","1954","инженер-электрик","","","м","Клецк","председатель Клецкого районного исполнительного комитета","Беспартийный","","Копыльский","Бойко Анатолий Степанович, 1954 года рождения, инженер-электрик, председатель Клецкого районного исполнительного комитета, г. Клецк, беспартийный, Копыльский избирательный округ № 66"
"2012","Клещук Инесса Анатольевна","Депутат","34","1978","учитель математики с дополнительной специальностью «Информатика»","","","ж","Минск","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Слуцкий","Клещук Инесса Анатольевна, 1978 года рождения, учитель математики с дополнительной специальностью «Информатика», депутат Палаты представителей Национального собрания Республики Беларусь, г. Минск, беспартийная, Слуцкий избирательный округ № 67"
"2012","Оболенский Евгений Вячеславович","Депутат","39","1973","инженер-электрик","","","м","Минск","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Солигорский городской","Оболенский Евгений Вячеславович, 1973 года рождения, депутат Палаты представителей Национального собрания Республики Беларусь, г. Минск, беспартийный, Солигорский городской избирательный округ № 68"
"2012","Данилевич Таиса Ивановна","Депутат","54","1958","учитель истории","","","ж","Минск","начальник управления образования Минского областного исполнительного комитета","Беспартийный","","Солигорский сельский","Данилевич Таиса Ивановна, 1958 года рождения, учитель истории, начальник управления образования Минского областного исполнительного комитета, г. Минск, беспартийная, Солигорский сельский избирательный округ № 69"
"2012","Иванченко Николай Михайлович","Депутат","65","1947","инженер-механик","организатор промышленного производства","","м","Минск","помощник Президента Республики Беларусь – главный инспектор по Минской области","Беспартийный","","Столбцовский","Иванченко Николай Михайлович, 1947 года рождения, инженер-механик, организатор промышленного производства, помощник Президента Республики Беларусь – главный инспектор по Минской области, г. Минск, беспартийный, Столбцовский избирательный округ № 70"
"2012","Цыдик Владислав Станиславович","Депутат","59","1953","ученый агроном","","","м","Минск","председатель Комитета государственного контроля Минской области","Беспартийный","","Дзержинский","Цыдик Владислав Станиславович, 1953 года рождения, ученый агроном, председатель Комитета государственного контроля Минской области, г. Минск, беспартийный, Дзержинский избирательный округ № 71"
"2012","Лазовская Галина Болеславовна","Депутат","52","1960","журналист","","","ж","Молодечно","редактор отдела «Радыё Маладзечна» государственного учреждения «Редакция «Маладзечанская газета»","Беспартийный","","Молодечненский городской","Лазовская Галина Болеславовна, 1960 года рождения, журналист, редактор отдела «Радыё Маладзечна» государственного учреждения «Редакция «Маладзечанская газета», г. Молодечно, беспартийная,
Молодечненский городской избирательный округ № 72"
"2012","Кулеш Станислав Францевич","Депутат","52","1960","инженер-механик","","","м","Березенское","директор открытого акционерного общества «Березинское»","Беспартийный","","Молодечненский сельский","Кулеш Станислав Францевич, 1960 года рождения,  инженер-механик, директор открытого акционерного общества «Березинское», агрогородок Березинское Молодечненского района, беспартийный, Молодечненский сельский избирательный округ № 73"
"2012","Русак Виктор Владимирович","Депутат","57","1955","радиофизик","","","м","Минск","начальник Главного управления экономической безопасности Комитета государственной безопасности Республики Беларусь","Беспартийный","","Вилейский","Русак Виктор Владимирович, 1955 года рождения, радиофизик, начальник Главного управления экономической безопасности Комитета государственной безопасности Республики Беларусь, г. Минск,
беспартийный, Вилейский избирательный округ № 74"
"2012","Мурашко Илья Александрович","Депутат","31","1981","инженер-механик","","","м","Усяж","начальник брикетного цеха открытого акционерного общества «Торфобрикетный завод «Усяж»","Беспартийный","","Логойский","Мурашко Илья Александрович, 1981 года рождения, инженер-механик, начальник брикетного цеха открытого акционерного общества «Торфобрикетный завод «Усяж», п. Усяж Смолевичского района, беспартийный, Логойский избирательный округ № 75"
"2012","Левицкая Анна Викторовна","Депутат","51","1961","врач-стоматолог","","","ж","Опытный","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Минский сельский","Левицкая Анна Викторовна, 1961 года рождения, врач-стоматолог, депутат Палаты представителей Национального собрания Республики Беларусь, п. Опытный Минского района, беспартийная, Минский сельский избирательный округ № 76"
"2012","Мякинник Александр Петрович","Депутат","44","1968","военнослужащий","","","м","Петришки","председатель Петришковского сельского исполнительного комитета","Беспартийный","","Заславский","Мякинник Александр Петрович, 1968 года рождения, военнослужащий, председатель Петришковского сельского исполнительного комитета, агрогородок Петришки Минского района, беспартийный, Заславский избирательный округ № 77"
"2012","Плаксицкий Николай Григорьевич","Депутат","57","1955","историк","преподаватель истории и обществоведения","","м","Бобруйск","заместитель директора по идеологической работе и кадрам открытого акционерного общества «Славянка»","Беспартийный","","Бобруйский-Ленинский","Плаксицкий Николай Григорьевич, 1955 года рождения, историк, преподаватель истории и обществоведения, заместитель директора по идеологической работе и кадрам открытого акционерного общества «Славянка», г. Бобруйск, беспартийный, Бобруйский-Ленинский избирательный округ № 78"
"2012","Мишур Жанна Николаевна","Депутат","50","1962","учитель математики","","","ж","Бобруйск"," директор государственного учреждения образования «Средняя школа № 30 г. Бобруйска»","Партийный","Республиканская партия труда и справедливости","Бобруйский-Первомайский","Мишур Жанна Николаевна, 1962 года рождения, директор государственного учреждения образования «Средняя школа № 30 г. Бобруйска», г. Бобруйск, член Республиканской партии труда и справедливости, Бобруйский-Первомайский избирательный округ № 79"
"2012","Шамаль Елена Владимировна","Депутат","39","1973","врач-лечебник","","","ж","Минск","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Бобруйский сельский","Шамаль Елена Владимировна, 1973 года рождения, врач-лечебник, депутат Палаты представителей Национального собрания Республики Беларусь, г. Минск, беспартийная, Бобруйский сельский избирательный округ № 80"
"2012","Конончук Татьяна Петровна","Депутат","46","1966","учитель математики","","","ж","Славгород","председатель Славгородского районного Совета депутатов","Беспартийный","","Быховский","Конончук Татьяна Петровна, 1966 года рождения, учитель математики, председатель Славгородского районного Совета депутатов, г. Славгород, беспартийная, Быховский избирательный округ № 81"
"2012","Волков Михаил Михайлович","Депутат","49","1963","ученый агроном","","","м","Горки","декан агрономического факультета учреждения образования «Белорусская государственная сельскохозяйственная академия»","Беспартийный","","Горецкий","Волков Михаил Михайлович, 1963 года рождения, ученый агроном, декан агрономического факультета учреждения образования «Белорусская государственная сельскохозяйственная академия», г. Горки, беспартийный, Горецкий избирательный округ № 82"
"2012","Кравцов Владимир Васильевич","Депутат","59","1953","инженер-механик","","","м","Могилев","первый заместитель председателя Могилевского областного исполнительного комитета","Беспартийный","","Кричевский","Кравцов Владимир Васильевич, 1953 года рождения, инженер-механик, первый заместитель председателя Могилевского областного исполнительного комитета, г. Могилев, беспартийный, Кричевский избирательный округ № 83"
"2012","Василенко Владимир Николаевич","Депутат","49","1963","аппаратчик воздухоразделения","","","м","Минск","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Могилевский-Ленинский","Василенко Владимир Николаевич, 1963 года рождения, аппаратчик воздухоразделения, депутат Палаты представителей Национального собрания Республики Беларусь, г. Минск, беспартийный, Могилевский-Ленинский избирательный округ № 84"
"2012","Сенькевич Эдуард Александрович","Депутат","60","1952","юрист","","","м","Могилев","прокурор Могилевской области","Беспартийный","","Могилевский-Центральный","Сенькевич Эдуард Александрович, 1952 года рождения, юрист, прокурор Могилевской области, г. Могилев, беспартийный, Могилевский-Центральный избирательный округ № 85"
"2012","Старостина Людмила Викторовна","Депутат","49","1963","учитель математики и физики","","","ж","Могилев","директор государственного учреждения образования «Средняя школа № 13 г. Могилева»","Беспартийный","","Могилевский-Октябрьский","Старостина Людмила Викторовна, 1963 года рождения, учитель математики и физики, директор государственного учреждения образования «Средняя школа № 13 г. Могилева», г. Могилев, беспартийная, Могилевский-Октябрьский избирательный округ № 86"
"2012","Станкевич Игорь Станиславович","Депутат","45","1967","инженер по автоматизации","юрист","","м","Могилев","председатель профсоюзного комитета открытого акционерного общества «Могилевхимволокно»","Беспартийный","","Могилевский-Промышленный","Станкевич Игорь Станиславович, 1967 года рождения, инженер по автоматизации, юрист, председатель профсоюзного комитета открытого акционерного общества «Могилевхимволокно», г. Могилев, беспартийный, Могилевский-Промышленный избирательный округ № 87"
"2012","Розганов Александр Иванович","Депутат","59","1953","ученый агроном","","","м","Минск","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Могилевский сельский","Розганов Александр Иванович, 1953 года рождения,  ученый агроном, депутат Палаты представителей Национального собрания Республики Беларусь, г. Минск, беспартийный, Могилевский сельский избирательный округ № 88"
"2012","Колтунов Николай Анисимович","Депутат","51","1961","инженер-механик","","","м","Осиповичи","директор совместного белорусско-британского открытого акционерного общества «Кровля»","Беспартийный","","Осиповичский","Колтунов Николай Анисимович, 1961 года рождения, инженер-механик, директор совместного белорусско-британского открытого акционерного общества «Кровля», г. Осиповичи, беспартийный, Осиповичский избирательный округ № 89"
"2012","Агеев Александр Викторович","Депутат","60","1952","механизатор сельского хозяйства","","","м","Минск","заместитель председателя Комитета государственного контроля Республики Беларусь","Беспартийный","","Шкловский","Агеев Александр Викторович, 1952 года рождения, Механизация сельского хозяйства, заместитель председателя Комитета государственного контроля Республики Беларусь, г. Минск, беспартийный, Шкловский избирательный округ № 90"
"2012","Нехайчик Оксана Владимировна","Депутат","45","1967","учитель физики и математики","","","ж","Минск","председатель Заводской районной организации Республиканского общественного объединения «Белая Русь»","Беспартийный","","Шабановский","Нехайчик Оксана Владимировна, 1967 года рождения,  учитель физики и математики, председатель Заводской районной организации Республиканского общественного объединения «Белая Русь», г. Минск, беспартийная, Шабановский избирательный округ № 91"
"2012","Дудкин Сергей Вениаминович","Депутат","50","1962","юрист","","","м","Минск","председатель заводского комитета профсоюза литейного завода первичной профсоюзной организации открытого акционерного общества «Минский автомобильный завод» Белорусского профессионального союза работников промышленности","Беспартийный","","Автозаводской","Дудкин Сергей Вениаминович, 1962 года рождения, юрист, председатель заводского комитета профсоюза литейного завода первичной профсоюзной организации открытого акционерного общества «Минский автомобильный завод» Белорусского профессионального союза работников промышленности, г. Минск, беспартийный, Автозаводской избирательный округ № 92"
"2012","Бороденя Валерий Анатольевич","Депутат","40","1972","инженер лесного хозяйства","педагог","","м","Минск","декан факультета маркетинга учреждения образования «Белорусский государственный экономический университет»","Беспартийный","","Васнецовский","Бороденя Валерий Анатольевич, 1972 года рождения, инженер лесного хозяйства, педагог, декан факультета маркетинга учреждения образования «Белорусский государственный экономический университет», г. Минск, беспартийный, Васнецовский избирательный округ № 93"
"2012","Можейко Леонид Павлович","Депутат","58","1954","инженер-механик","экономист-менеджер","","м","Минск","директор филиала «Автобусный парк № 2» государственного предприятия «Минсктранс»","Беспартийный","","Свислочский","Можейко Леонид Павлович, 1954 года рождения, инженер-механик, экономист-менеджер, директор филиала «Автобусный парк № 2» государственного предприятия «Минсктранс», г. Минск, беспартийный, Свислочский избирательный округ № 94"
"2012","Черевач Владимир Олегович","Депутат","53","1959","юрист","","","м","Минск","председатель суда Октябрьского района г. Минска","Беспартийный","","Октябрьский","Черевач Владимир Олегович, 1959 года рождения, юрист, председатель суда Октябрьского района г. Минска, г. Минск, беспартийный, Октябрьский избирательный округ № 97"
"2012","Алексеенко Василий Анатольевич","Депутат","55","1957","военнослужащий","","","м","Минск","командир корпуса охраны общественного порядка внутренних войск Министерства внутренних дел Республики Беларусь","Беспартийный","","Грушевский","Алексеенко Василий Анатольевич, 1957 года рождения, военнослужащий, командир корпуса охраны общественного порядка внутренних войск Министерства внутренних дел Республики Беларусь, г. Минск, беспартийный, Грушевский избирательный округ № 98"
"2012","Шилова Светлана Дмитриевна","Депутат","51","1961","врач-акушер-гинеколог","","","ж","Минск","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Юго-Западный","Шилова Светлана Дмитриевна, 1961 года рождения, врач-акушер-гинеколог, депутат Палаты представителей Национального собрания Республики Беларусь, г. Минск, беспартийная, Юго-Западный избирательный округ № 99"
"2012","Пальчик Геннадий Владимирович","Депутат","50","1962","физик","","","м","Минск","директор Научно-методического учреждения «Национальный институт образования» Министерства образования Республики Беларусь","Беспартийный","","Есенинский","Пальчик Геннадий Владимирович, 1962 года рождения, физик, директор Научно-методического учреждения «Национальный институт образования» Министерства образования Республики Беларусь, г. Минск, беспартийный, Есенинский избирательный округ № 100"
"2012","Кузьмич Алексей Федорович","Депутат","57","1955","инженер-теплоэнергетик","","","м","Минск","депутат Палаты представителей Национального собрания Республики Беларусь","Партийный","КПБ","Фрунзенский","Кузьмич Алексей Федорович, 1955 года рождения,  инженер-теплоэнергетик, депутат Палаты представителей Национального собрания Республики Беларусь, г. Минск, член Коммунистической партии Беларуси, Фрунзенский избирательный округ № 101"
"2012","Кубракова Людмила Петровна","Депутат","42","1970","делопроизводитель","","","ж","Минск","специалист Департамента администрации открытого акционерного общества «БПС-Сбербанк»","Беспартийный","","Западный","Кубракова Людмила Петровна, 1970 года рождения, делопроизводитель, специалист Департамента администрации открытого акционерного общества «БПС-Сбербанк», г. Минск, беспартийная, Западный избирательный округ № 102"
"2012","Журавская Валентина Иосифовна","Депутат","53","1959","методист по воспитательной работе","учитель этики и психологии семейной жизни","","ж","Минск","депутат Палаты представителей Национального собрания Республики Беларусь","Партийный","КПБ","Матусевичский","Журавская Валентина Иосифовна, 1959 года рождения, методист по воспитательной работе, учитель этики и психологии семейной жизни, депутат Палаты представителей Национального собрания Республики Беларусь, г. Минск, член Коммунистической партии Беларуси, Матусевичский избирательный округ № 103"
"2012","Саванович Михаил Федорович","Депутат","57","1955","инженер-механик","","","м","Минск","председатель Минского городского Совета депутатов","Беспартийный","","Кальварийский","Саванович Михаил Федорович, 1955 года рождения, инженер-механик, председатель Минского городского Совета депутатов, г. Минск, беспартийный, Кальварийский избирательный округ № 104"
"2012","Самосейко Николай Леонидович","Депутат","53","1959","юрист","","","м","Минск","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Старовиленский","Самосейко Николай Леонидович, 1959 года рождения, юрист, депутат Палаты представителей Национального собрания Республики Беларусь, г. Минск, беспартийный, Старовиленский избирательный округ № 105"
"2012","Шевцов Дмитрий Евгеньевич","Депутат","39","1973","врач","","","м","Минск","главный врач учреждения здравоохранения «34-я центральная клиническая поликлиника»","Беспартийный","","Коласовский","Шевцов Дмитрий Евгеньевич, 1973 года рождения, врач, главный врач учреждения здравоохранения «34-я центральная клиническая поликлиника», г. Минск, беспартийный, Коласовский избирательный округ № 106"
"2012","Бусько Виталий Леонидович","Депутат","56","1956","инженер-электрик","","","м","Минск","депутат Палаты представителей Национального собрания Республики Беларусь","Беспартийный","","Восточный","Бусько Виталий Леонидович, 1956 года рождения, инженер-электрик, депутат Палаты представителей Национального собрания Республики Беларусь, г. Минск, беспартийный, Восточный избирательный округ № 107"
"2012","Жилинский Марат Геннадьевич","Депутат","36","1976","учитель истории и социально-политических дисциплин","","","м","Минск","заместитель директора по научной работе государственного научного учреждения «Институт истории Национальной академии наук Беларуси»","Беспартийный","","Калиновский","Жилинский Марат Геннадьевич, 1976 года рождения, учитель истории и социально-политических дисциплин, заместитель директора по научной работе государственного научного учреждения «Институт истории Национальной академии наук Беларуси», г. Минск, беспартийный, Калиновский избирательный округ № 108"
